y_true,y_pred
0.0,0.03473858
0.0,0.035176948
0.0,0.03488775
0.0,0.034899198
0.0,0.039647907
0.0,0.055539783
0.0,0.035619657
0.0,0.0364058
0.0,0.03662779
0.0,0.041115977
0.0,0.03485479
0.0,0.034314666
0.0,0.03409653
0.0,0.036844127
0.0,0.03459691
0.0,0.033932023
0.0,0.03387137
0.0,0.034746338
0.0,0.0343487
0.0,0.035776105
0.0,0.034844812
0.0,0.037355486
0.0,0.034213208
0.0,0.034203283
0.0,0.03471274
0.0,0.034178138
1.0,0.034614503
0.0,0.034793988
0.0,0.04893489
0.0,0.0367814
0.0,0.036393978
0.0,0.033992082
0.0,0.03441626
0.0,0.034677293
0.0,0.035442863
0.0,0.06280233
0.0,0.034800507
0.0,0.034300935
0.0,0.034716364
0.0,0.034548804
0.0,0.03646974
0.0,0.034445945
0.0,0.0360556
0.0,0.03379526
0.0,0.034084793
0.0,0.034987513
0.0,0.034462187
0.0,0.034867343
0.0,0.03772928
0.0,0.039047312
0.0,0.033774283
0.0,0.036332272
0.0,0.035103768
0.0,0.03752808
0.0,0.034600604
0.0,0.035800163
0.0,0.03470472
0.0,0.07115867
0.0,0.037886787
0.0,0.034460165
1.0,0.03822983
0.0,0.038928118
0.0,0.034760095
0.0,0.03716597
0.0,0.037564997
0.0,0.034749568
0.0,0.034399413
0.0,0.034003433
0.0,0.03483686
0.0,0.034830693
0.0,0.034566153
0.0,0.034842648
0.0,0.03585063
0.0,0.03463099
0.0,0.034376245
0.0,0.03909845
0.0,0.03409527
0.0,0.09608658
0.0,0.03431254
0.0,0.034750815
0.0,0.034971368
0.0,0.034453064
0.0,0.03475348
0.0,0.035508104
0.0,0.03475428
0.0,0.034832127
0.0,0.035031296
0.0,0.034179065
0.0,0.03503555
0.0,0.041741014
0.0,0.03613349
0.0,0.045941927
0.0,0.034651626
0.0,0.034472574
0.0,0.03468445
0.0,0.034933455
0.0,0.03716035
0.0,0.036755636
0.0,0.03468073
0.0,0.034710865
0.0,0.034533117
0.0,0.034642935
0.0,0.0346378
0.0,0.036943905
0.0,0.03610867
0.0,0.036335837
0.0,0.039244853
0.0,0.035943225
0.0,0.036794256
0.0,0.04047888
0.0,0.03475819
0.0,0.03683369
0.0,0.034728054
0.0,0.034469344
0.0,0.034449156
0.0,0.038806748
0.0,0.036592323
0.0,0.0348118
0.0,0.044003695
0.0,0.036894627
0.0,0.03539177
0.0,0.036200304
0.0,0.034697145
0.0,0.034231726
0.0,0.038281653
0.0,0.034550816
0.0,0.038703185
0.0,0.03495822
0.0,0.035176948
0.0,0.03606407
0.0,0.0787366
0.0,0.037077375
0.0,0.034834743
0.0,0.03815014
0.0,0.034140076
0.0,0.03448339
0.0,0.034939535
0.0,0.036861695
0.0,0.034354806
0.0,0.03380916
0.0,0.034473468
0.0,0.034394674
0.0,0.03553683
0.0,0.03537742
0.0,0.03473639
0.0,0.034064516
0.0,0.036214504
0.0,0.035026923
0.0,0.034448616
0.0,0.034858085
0.0,0.034559444
0.0,0.034052
0.0,0.034591477
0.0,0.034784075
0.0,0.034729727
0.0,0.040380616
0.0,0.03909484
0.0,0.03445466
0.0,0.034402072
0.0,0.033478756
0.0,0.035103597
0.0,0.034586955
0.0,0.036390748
0.0,0.034580603
0.0,0.03476459
0.0,0.034817718
0.0,0.034819786
0.0,0.03588115
0.0,0.035896104
0.0,0.040457662
0.0,0.039128862
0.0,0.034493316
0.0,0.04037616
0.0,0.03454537
0.0,0.03912317
0.0,0.090046
0.0,0.0347237
0.0,0.034401327
0.0,0.034642503
0.0,0.034640215
0.0,0.034799583
0.0,0.03431664
0.0,0.040487718
0.0,0.034695037
0.0,0.036208197
0.0,0.034460966
0.0,0.034465265
0.0,0.035026476
0.0,0.034398183
0.0,0.03461437
0.0,0.03487749
0.0,0.03499499
0.0,0.035653647
0.0,0.035176948
0.0,0.0350033
0.0,0.04194144
0.0,0.034212105
0.0,0.033576924
0.0,0.034528848
0.0,0.034348447
0.0,0.036134653
0.0,0.035603806
0.0,0.03547671
0.0,0.034609288
0.0,0.040001363
0.0,0.03440443
0.0,0.03462491
0.0,0.035176948
0.0,0.034288894
0.0,0.035024624
0.0,0.03574106
0.0,0.034695037
0.0,0.03635257
0.0,0.058047965
0.0,0.034529805
0.0,0.034348093
0.0,0.038657855
0.0,0.034283943
0.0,0.034060862
0.0,0.03484863
0.0,0.034121968
0.0,0.03499766
0.0,0.03431127
0.0,0.034316197
0.0,0.042916566
0.0,0.034741756
0.0,0.034853343
0.0,0.034758653
0.0,0.03860501
0.0,0.035176948
0.0,0.037834574
0.0,0.034674253
0.0,0.03430381
0.0,0.034958124
0.0,0.03438055
0.0,0.09612045
0.0,0.038450297
0.0,0.03958308
0.0,0.03469688
0.0,0.09530715
0.0,0.037631396
0.0,0.036326744
0.0,0.036888987
0.0,0.034805544
0.0,0.041777354
0.0,0.0344071
0.0,0.03776006
0.0,0.034752984
0.0,0.036371503
0.0,0.034677308
0.0,0.034884747
1.0,0.038710095
0.0,0.034707204
0.0,0.03444149
0.0,0.03455489
0.0,0.034496255
0.0,0.039037514
0.0,0.034743875
0.0,0.03905001
0.0,0.03505584
0.0,0.038832393
0.0,0.034348004
0.0,0.04163038
0.0,0.037049457
0.0,0.037872273
0.0,0.034746952
0.0,0.034798767
0.0,0.0348388
0.0,0.036241326
0.0,0.035035793
0.0,0.037413392
0.0,0.034765616
0.0,0.03644522
0.0,0.03465373
0.0,0.034427527
0.0,0.035022415
0.0,0.033900827
0.0,0.034704804
0.0,0.037889723
0.0,0.06070546
0.0,0.03924306
0.0,0.03443251
0.0,0.03743097
0.0,0.034077603
0.0,0.03475509
0.0,0.034547493
0.0,0.10070774
0.0,0.034462195
0.0,0.036985833
0.0,0.037935372
0.0,0.034702018
0.0,0.03478494
0.0,0.03412571
0.0,0.03499076
0.0,0.035830863
0.0,0.03575443
0.0,0.036633216
0.0,0.034669206
0.0,0.056737483
0.0,0.03537406
0.0,0.034944043
0.0,0.03543322
0.0,0.03472974
0.0,0.034722064
0.0,0.03451908
0.0,0.034461107
0.0,0.03507732
0.0,0.036736287
0.0,0.03610973
0.0,0.034009237
0.0,0.036092643
0.0,0.034734536
0.0,0.0348118
0.0,0.0368566
0.0,0.034362465
0.0,0.03573171
0.0,0.034620482
0.0,0.035802383
0.0,0.034518804
0.0,0.034969065
0.0,0.034490053
0.0,0.034856815
0.0,0.037429325
0.0,0.0365703
1.0,0.034584824
0.0,0.03476679
0.0,0.038163513
0.0,0.03397972
1.0,0.035941347
0.0,0.03703386
0.0,0.034025516
0.0,0.03687578
0.0,0.034930177
0.0,0.034522165
0.0,0.03402099
0.0,0.03419897
0.0,0.03476168
0.0,0.034322344
0.0,0.03473098
0.0,0.038049173
0.0,0.036001265
0.0,0.035824794
0.0,0.0349148
0.0,0.036781196
0.0,0.03479406
0.0,0.034417953
0.0,0.034655724
0.0,0.034993887
0.0,0.038522534
0.0,0.033910215
0.0,0.034574874
0.0,0.034550816
0.0,0.034662314
0.0,0.034478996
0.0,0.035176948
0.0,0.0348701
0.0,0.03503368
0.0,0.03439895
0.0,0.037855547
0.0,0.035031416
0.0,0.03775858
0.0,0.034563433
0.0,0.034439214
0.0,0.03490829
0.0,0.03639667
0.0,0.034010913
0.0,0.035176948
0.0,0.060849976
0.0,0.034178104
0.0,0.038171716
0.0,0.034163386
0.0,0.034459665
0.0,0.03418449
0.0,0.034642216
1.0,0.037535895
0.0,0.035724435
0.0,0.03452379
0.0,0.034427915
0.0,0.03497182
0.0,0.03492563
0.0,0.03475085
0.0,0.034528848
0.0,0.036169663
0.0,0.036568806
0.0,0.034608904
0.0,0.035708874
0.0,0.03448782
1.0,0.034535598
0.0,0.034434892
0.0,0.03454916
0.0,0.034425404
0.0,0.033811178
0.0,0.03466711
0.0,0.034929857
0.0,0.034886047
0.0,0.034507055
0.0,0.03669239
0.0,0.036577765
0.0,0.03662267
0.0,0.03646441
0.0,0.03480967
0.0,0.034709685
0.0,0.03445968
0.0,0.034191962
0.0,0.033767764
0.0,0.03474536
0.0,0.034667756
0.0,0.034929533
0.0,0.034735426
0.0,0.035176948
1.0,0.03716892
0.0,0.036579985
0.0,0.034761358
0.0,0.035044517
0.0,0.036630794
0.0,0.03809249
0.0,0.039230336
0.0,0.034919288
0.0,0.03787882
0.0,0.03455489
0.0,0.06276655
0.0,0.034826726
0.0,0.034657504
0.0,0.03470166
0.0,0.03945373
0.0,0.04159135
0.0,0.034673087
0.0,0.034754254
0.0,0.040136646
1.0,0.034424942
0.0,0.03502355
1.0,0.0387747
0.0,0.03442056
0.0,0.034621198
0.0,0.037209515
0.0,0.03850924
0.0,0.034497913
0.0,0.0350033
0.0,0.08567588
0.0,0.034493316
0.0,0.034004852
0.0,0.035573956
0.0,0.034904096
0.0,0.03497182
0.0,0.034761116
0.0,0.034942105
0.0,0.03476808
0.0,0.035083544
0.0,0.035176948
0.0,0.03404923
0.0,0.037196055
0.0,0.035859875
0.0,0.035176948
0.0,0.035985813
0.0,0.036405668
0.0,0.03471194
0.0,0.034836184
0.0,0.036011543
0.0,0.036414552
0.0,0.034948207
0.0,0.03433227
0.0,0.039113984
0.0,0.04365079
0.0,0.03504841
1.0,0.035096474
0.0,0.03636064
0.0,0.035176948
0.0,0.03347725
0.0,0.044753537
1.0,0.08936269
0.0,0.037412558
0.0,0.034949534
0.0,0.03485572
0.0,0.03357762
0.0,0.03397972
0.0,0.053787857
0.0,0.034330737
0.0,0.21705182
0.0,0.036034495
0.0,0.03862226
0.0,0.044589337
0.0,0.034688428
0.0,0.034541752
0.0,0.036987964
0.0,0.03454482
0.0,0.034975182
0.0,0.041533493
0.0,0.034644235
0.0,0.034932315
0.0,0.039907277
0.0,0.03874297
0.0,0.037913997
0.0,0.033935968
0.0,0.034816712
0.0,0.034597468
0.0,0.03488314
0.0,0.034402657
0.0,0.034889158
0.0,0.11008522
0.0,0.03496636
0.0,0.039762467
0.0,0.034523692
0.0,0.034237884
0.0,0.03448947
0.0,0.039167635
0.0,0.034829788
0.0,0.036543075
0.0,0.034762897
0.0,0.03472097
0.0,0.0347588
0.0,0.03497182
0.0,0.034496255
0.0,0.034314577
0.0,0.03570198
0.0,0.03711729
0.0,0.03699576
0.0,0.034332745
0.0,0.034625445
0.0,0.036715925
0.0,0.03439321
0.0,0.033949252
0.0,0.041082248
0.0,0.041640066
0.0,0.040382307
0.0,0.03466831
1.0,0.10589342
0.0,0.043869432
0.0,0.034778226
0.0,0.034504607
0.0,0.03469657
0.0,0.034512963
0.0,0.034944043
0.0,0.034582045
0.0,0.034675952
0.0,0.034707416
0.0,0.03468359
0.0,0.034388587
0.0,0.03451797
0.0,0.03497182
0.0,0.034669917
0.0,0.038855344
0.0,0.2636825
0.0,0.03608503
0.0,0.03464614
0.0,0.034804728
0.0,0.036818903
0.0,0.03780353
1.0,0.035998527
0.0,0.033834387
0.0,0.035176948
0.0,0.034998123
0.0,0.03432884
0.0,0.034754526
0.0,0.034383535
0.0,0.03452946
0.0,0.034036443
0.0,0.035003155
0.0,0.03494016
0.0,0.03413287
0.0,0.0346498
0.0,0.034473993
0.0,0.03831179
0.0,0.036619883
0.0,0.03429153
0.0,0.03419714
0.0,0.037164375
0.0,0.034724634
0.0,0.036104057
0.0,0.035086554
0.0,0.034834165
0.0,0.03488625
0.0,0.034075
0.0,0.034319706
0.0,0.035807405
0.0,0.034376133
1.0,0.03455837
0.0,0.033808947
0.0,0.03798119
0.0,0.034753263
1.0,0.050304532
0.0,0.034037195
0.0,0.034729302
0.0,0.03453574
0.0,0.034777522
0.0,0.09781679
0.0,0.03463649
0.0,0.034639854
1.0,0.034944043
0.0,0.034940153
0.0,0.03551438
0.0,0.034867767
0.0,0.034899633
0.0,0.035649385
0.0,0.0357538
0.0,0.041804295
0.0,0.034944043
0.0,0.035176948
0.0,0.034944043
0.0,0.035692293
0.0,0.038070787
0.0,0.040796526
0.0,0.034655724
0.0,0.035060223
0.0,0.0737993
0.0,0.034918636
0.0,0.034298297
0.0,0.04005878
0.0,0.034465265
0.0,0.034922592
0.0,0.034520186
0.0,0.034070827
0.0,0.034456458
0.0,0.03471284
0.0,0.039298337
0.0,0.034251057
0.0,0.034762125
0.0,0.039495904
0.0,0.0383455
0.0,0.038290486
0.0,0.034815043
0.0,0.034804728
0.0,0.03437054
0.0,0.034830686
0.0,0.034682576
0.0,0.0350187
0.0,0.034611583
0.0,0.036759205
0.0,0.034537926
0.0,0.034975503
0.0,0.03445154
0.0,0.034737553
0.0,0.03871784
0.0,0.034867268
0.0,0.033991616
0.0,0.034553155
0.0,0.03458073
0.0,0.03792541
0.0,0.034701027
0.0,0.039766397
0.0,0.03453482
0.0,0.036812227
0.0,0.036880277
0.0,0.034258064
0.0,0.034011118
0.0,0.038826857
0.0,0.034451716
0.0,0.034760144
0.0,0.034958445
0.0,0.035176948
0.0,0.034571435
0.0,0.034578692
0.0,0.0347013
0.0,0.034649186
0.0,0.035176948
1.0,0.034910202
0.0,0.0346845
0.0,0.036680996
0.0,0.03687028
0.0,0.03640985
0.0,0.034852635
0.0,0.033718776
0.0,0.03403456
0.0,0.03559811
0.0,0.041955613
0.0,0.036302134
0.0,0.034498014
0.0,0.0405638
0.0,0.034478463
0.0,0.034549672
0.0,0.034858085
0.0,0.037379723
0.0,0.03501374
0.0,0.09608658
0.0,0.034931365
0.0,0.03482421
0.0,0.03497182
0.0,0.03470499
0.0,0.03434356
0.0,0.036909852
0.0,0.034940153
0.0,0.034818985
0.0,0.03710055
0.0,0.0432736
0.0,0.034517333
0.0,0.03447836
0.0,0.034489702
0.0,0.034648366
0.0,0.034364346
0.0,0.037316892
0.0,0.034828313
0.0,0.034832627
0.0,0.10593756
0.0,0.034667507
0.0,0.037147146
0.0,0.034830205
0.0,0.034943856
0.0,0.034926884
0.0,0.034540735
0.0,0.034230378
0.0,0.036333468
0.0,0.034706824
0.0,0.03460266
0.0,0.03501388
0.0,0.034735944
0.0,0.036484748
0.0,0.03478895
0.0,0.033947352
1.0,0.034802333
0.0,0.03391723
0.0,0.0347413
0.0,0.03862884
0.0,0.036029987
0.0,0.03436902
0.0,0.03559166
0.0,0.037211202
0.0,0.034536377
0.0,0.03424937
0.0,0.034611333
0.0,0.034552258
0.0,0.03482602
0.0,0.044687875
0.0,0.03474151
0.0,0.0345517
0.0,0.03430885
0.0,0.035157487
0.0,0.034661453
0.0,0.03471563
0.0,0.082833655
0.0,0.034779076
0.0,0.034834556
0.0,0.038928118
0.0,0.034858085
0.0,0.040070787
0.0,0.03403519
0.0,0.035176948
0.0,0.038690325
0.0,0.03426477
0.0,0.03474544
0.0,0.034902517
0.0,0.034830973
0.0,0.033979937
0.0,0.0347407
0.0,0.03474301
0.0,0.050084338
0.0,0.03440177
0.0,0.034412462
0.0,0.034798913
0.0,0.03619785
0.0,0.034607336
0.0,0.039263923
0.0,0.038216367
0.0,0.034661494
0.0,0.038453035
0.0,0.035620805
0.0,0.03487649
